number,sharpe_ratio,profit factor,calmar_ratio,win rate,datetime_start,datetime_complete,duration,params_BBand_window,params_OI_window_MA_f,params_OI_window_MA_s,system_attrs_nsga2:generation,state
437,3.1173980886065844,2.4183098684162534,16.15187925795755,50.0,2023-12-06 10:28:35.449220,2023-12-06 10:28:35.641896,0 days 00:00:00.192676,40,4,108,8,COMPLETE
438,2.184915648222837,3.8145866988295336,10.417769420524529,48.275862068965516,2023-12-06 10:28:35.642672,2023-12-06 10:28:35.833858,0 days 00:00:00.191186,68,48,188,8,COMPLETE
439,2.373110942636047,3.000650330828477,14.766120896614165,54.285714285714285,2023-12-06 10:28:35.834613,2023-12-06 10:28:36.025966,0 days 00:00:00.191353,64,12,184,8,COMPLETE
440,2.574661036082518,2.331735330323483,10.378149620955107,48.888888888888886,2023-12-06 10:28:36.026767,2023-12-06 10:28:36.217711,0 days 00:00:00.190944,48,4,168,8,COMPLETE
441,3.246373397605563,4.073992822701613,19.73940724012577,44.827586206896555,2023-12-06 10:28:36.218512,2023-12-06 10:28:36.409724,0 days 00:00:00.191212,48,68,144,8,COMPLETE
442,1.81661868144183,1.5496241863335283,8.464135972198996,34.375,2023-12-06 10:28:36.410483,2023-12-06 10:28:36.603800,0 days 00:00:00.193317,16,20,164,8,COMPLETE
443,2.7769902309444,3.367405276873773,17.63640471084237,45.94594594594595,2023-12-06 10:28:36.604610,2023-12-06 10:28:36.796855,0 days 00:00:00.192245,8,20,132,8,COMPLETE
444,2.6446567472188693,2.938216031551272,19.1710531798508,45.0,2023-12-06 10:28:36.797696,2023-12-06 10:28:36.986907,0 days 00:00:00.189211,40,24,100,8,COMPLETE
445,2.110934759867827,2.0178279821167266,7.275978548459848,41.86046511627907,2023-12-06 10:28:36.987631,2023-12-06 10:28:37.177478,0 days 00:00:00.189847,40,4,204,8,COMPLETE
446,3.4331445028327123,3.0481895420285228,27.01038577748444,39.39393939393939,2023-12-06 10:28:37.178220,2023-12-06 10:28:37.371648,0 days 00:00:00.193428,8,60,200,8,COMPLETE
447,3.0315127333370775,3.3905166543737977,22.41403355225027,35.13513513513514,2023-12-06 10:28:37.372617,2023-12-06 10:28:37.566078,0 days 00:00:00.193461,8,20,188,8,COMPLETE
448,3.054169110825342,4.133669970146905,24.082566340387807,48.64864864864865,2023-12-06 10:28:37.566907,2023-12-06 10:28:37.767758,0 days 00:00:00.200851,44,24,108,8,COMPLETE
449,1.8366686459954429,2.9072177865307873,6.762180082857357,31.818181818181817,2023-12-06 10:28:37.768743,2023-12-06 10:28:37.961067,0 days 00:00:00.192324,64,56,124,8,COMPLETE
450,-1.6148193405487443,0.6720133059347164,-2.416542419719642,31.03448275862069,2023-12-06 10:28:37.961899,2023-12-06 10:28:38.154108,0 days 00:00:00.192209,60,20,32,8,COMPLETE
451,2.8539102668741316,2.8962157366127608,17.178317573198246,36.36363636363637,2023-12-06 10:28:38.155005,2023-12-06 10:28:38.345920,0 days 00:00:00.190915,8,40,204,8,COMPLETE
452,2.2631805316456264,2.074020744848978,14.995411568298124,38.775510204081634,2023-12-06 10:28:38.346708,2023-12-06 10:28:38.537878,0 days 00:00:00.191170,32,20,112,8,COMPLETE
453,2.0715958826471876,3.213602151665409,9.329269322246695,43.333333333333336,2023-12-06 10:28:38.538648,2023-12-06 10:28:38.725914,0 days 00:00:00.187266,68,40,192,8,COMPLETE
454,3.2612476127239978,3.832068008498243,25.905847122039905,34.285714285714285,2023-12-06 10:28:38.726669,2023-12-06 10:28:38.917700,0 days 00:00:00.191031,8,4,212,8,COMPLETE
455,3.250500999211792,4.037964667124242,20.239445212218847,43.75,2023-12-06 10:28:38.918524,2023-12-06 10:28:39.109222,0 days 00:00:00.190698,48,68,168,8,COMPLETE
456,2.0444387301364744,1.9149112348843864,6.59395917748026,47.5,2023-12-06 10:28:39.110222,2023-12-06 10:28:39.302132,0 days 00:00:00.191910,48,12,180,8,COMPLETE
457,2.699415252017008,2.705922480547665,20.0182994934376,45.23809523809524,2023-12-06 10:28:39.302969,2023-12-06 10:28:39.644763,0 days 00:00:00.341794,56,20,92,8,COMPLETE
458,3.183600375976982,3.3421602514847413,31.699655099220678,51.162790697674424,2023-12-06 10:28:39.645489,2023-12-06 10:28:39.837708,0 days 00:00:00.192219,44,12,140,8,COMPLETE
459,2.2392685873090072,2.5055006324308327,9.267348096290064,39.39393939393939,2023-12-06 10:28:39.838463,2023-12-06 10:28:40.029984,0 days 00:00:00.191521,48,32,204,8,COMPLETE
460,-2.435181923550404,0.5661816272805146,-2.9985201534089088,34.32835820895522,2023-12-06 10:28:40.030795,2023-12-06 10:28:40.224224,0 days 00:00:00.193429,48,20,28,8,COMPLETE
461,3.3080092760679656,3.1648263012309297,25.595300370764775,47.82608695652174,2023-12-06 10:28:40.225013,2023-12-06 10:28:40.444610,0 days 00:00:00.219597,24,20,204,9,COMPLETE
462,2.073729956463554,1.8485412388633178,10.835363611938176,36.36363636363637,2023-12-06 10:28:40.445346,2023-12-06 10:28:40.641882,0 days 00:00:00.196536,28,24,152,9,COMPLETE
463,2.815854286502909,3.391013608571144,15.317711322483282,32.25806451612903,2023-12-06 10:28:40.642681,2023-12-06 10:28:40.836949,0 days 00:00:00.194268,8,28,200,9,COMPLETE
464,1.146150595089356,1.7420918267948031,4.050800319712111,24.137931034482758,2023-12-06 10:28:40.837739,2023-12-06 10:28:41.028894,0 days 00:00:00.191155,56,56,92,9,COMPLETE
465,3.047489190942222,3.5819166847935593,23.996632873615653,43.24324324324324,2023-12-06 10:28:41.029650,2023-12-06 10:28:41.221615,0 days 00:00:00.191965,48,28,152,9,COMPLETE
466,2.2333631033284105,2.2510287027958134,6.628406451420065,48.717948717948715,2023-12-06 10:28:41.222519,2023-12-06 10:28:41.416181,0 days 00:00:00.193662,48,20,212,9,COMPLETE
467,1.8998589839252487,2.155063977122816,7.931933323043276,34.146341463414636,2023-12-06 10:28:41.417087,2023-12-06 10:28:41.609918,0 days 00:00:00.192831,52,56,76,9,COMPLETE
468,2.007197451389003,2.8255047177504813,7.862509681386793,31.03448275862069,2023-12-06 10:28:41.610724,2023-12-06 10:28:41.801390,0 days 00:00:00.190666,68,56,164,9,COMPLETE
469,3.074566798733556,4.618243889112028,28.848692043674166,54.285714285714285,2023-12-06 10:28:41.802208,2023-12-06 10:28:42.004209,0 days 00:00:00.202001,64,12,120,9,COMPLETE
470,3.2469119783729568,4.3091191387919885,27.85356400563201,50.0,2023-12-06 10:28:42.005087,2023-12-06 10:28:42.198146,0 days 00:00:00.193059,48,20,188,9,COMPLETE
471,2.5787945837023964,3.070646544923855,16.84312821838294,48.717948717948715,2023-12-06 10:28:42.199005,2023-12-06 10:28:42.397535,0 days 00:00:00.198530,72,12,120,9,COMPLETE
472,3.013745493542916,3.3824442928238714,22.95721761883287,41.46341463414634,2023-12-06 10:28:42.398557,2023-12-06 10:28:42.598657,0 days 00:00:00.200100,8,12,108,9,COMPLETE
473,3.513560420504682,3.8588906248283874,37.16772723285656,51.21951219512195,2023-12-06 10:28:42.599562,2023-12-06 10:28:42.802452,0 days 00:00:00.202890,48,12,164,9,COMPLETE
474,3.2829228260936603,6.274656974611479,21.400354658608435,55.55555555555556,2023-12-06 10:28:42.803306,2023-12-06 10:28:42.993654,0 days 00:00:00.190348,72,52,192,9,COMPLETE
475,2.4756249787460565,1.9786306510799536,9.687183128948012,34.146341463414636,2023-12-06 10:28:42.994426,2023-12-06 10:28:43.188766,0 days 00:00:00.194340,24,56,144,9,COMPLETE
476,3.2995266772669747,3.7881113173174388,24.798731935053905,48.717948717948715,2023-12-06 10:28:43.189607,2023-12-06 10:28:43.385243,0 days 00:00:00.195636,48,20,108,9,COMPLETE
477,3.1510294938876444,3.227468063576885,31.289833467831407,50.0,2023-12-06 10:28:43.386229,2023-12-06 10:28:43.576239,0 days 00:00:00.190010,48,12,140,9,COMPLETE
478,2.2755139329968395,1.6096168495377474,14.53223692285017,34.32835820895522,2023-12-06 10:28:43.577033,2023-12-06 10:28:43.771026,0 days 00:00:00.193993,20,4,100,9,COMPLETE
479,3.0948852914093177,3.4940445168718424,23.175332443105845,37.83783783783784,2023-12-06 10:28:43.771850,2023-12-06 10:28:43.984662,0 days 00:00:00.212812,8,20,172,9,COMPLETE
480,4.5752883650849085,4.9626633560834685,87.95092259714679,52.5,2023-12-06 10:28:43.985613,2023-12-06 10:28:44.179447,0 days 00:00:00.193834,48,4,112,9,COMPLETE
481,2.9830749851586766,3.928446022099482,15.209223173455422,46.42857142857143,2023-12-06 10:28:44.180322,2023-12-06 10:28:44.373170,0 days 00:00:00.192848,48,56,148,9,COMPLETE
482,2.6069300073339137,3.419824884549149,12.192247146056111,35.714285714285715,2023-12-06 10:28:44.374120,2023-12-06 10:28:44.565489,0 days 00:00:00.191369,64,56,204,9,COMPLETE
483,2.4364845529113914,3.2346573952667046,10.80622072765035,32.0,2023-12-06 10:28:44.566347,2023-12-06 10:28:44.754209,0 days 00:00:00.187862,48,56,108,9,COMPLETE
484,3.158396022331821,3.607006473473666,21.260815607480108,41.66666666666667,2023-12-06 10:28:44.754975,2023-12-06 10:28:44.945292,0 days 00:00:00.190317,8,68,164,9,COMPLETE
485,2.085350193984642,3.477117576127329,9.500432264571746,40.909090909090914,2023-12-06 10:28:44.946055,2023-12-06 10:28:45.137899,0 days 00:00:00.191844,64,56,112,9,COMPLETE
486,3.266365750969592,3.512055750650887,31.230908809263067,47.5,2023-12-06 10:28:45.138738,2023-12-06 10:28:45.329409,0 days 00:00:00.190671,40,20,100,9,COMPLETE
487,3.1696418372389745,3.6935443095231935,24.891578227687184,48.717948717948715,2023-12-06 10:28:45.330212,2023-12-06 10:28:45.520287,0 days 00:00:00.190075,48,20,112,9,COMPLETE
488,2.8184065560668854,3.167697813045916,22.974091320632127,40.54054054054054,2023-12-06 10:28:45.521037,2023-12-06 10:28:45.718883,0 days 00:00:00.197846,48,28,108,9,COMPLETE
489,3.4026735187201083,4.116467689783894,27.480895473898823,37.142857142857146,2023-12-06 10:28:45.719714,2023-12-06 10:28:45.918000,0 days 00:00:00.198286,8,4,204,9,COMPLETE
490,2.791620790704998,2.5430485922559436,14.583357118422594,38.46153846153847,2023-12-06 10:28:45.918792,2023-12-06 10:28:46.116420,0 days 00:00:00.197628,36,68,144,9,COMPLETE
491,3.3305895695843404,3.2820260780970543,37.252381219981274,43.24324324324324,2023-12-06 10:28:46.117273,2023-12-06 10:28:46.314296,0 days 00:00:00.197023,8,4,116,9,COMPLETE
492,2.2725750547989323,4.181656458492476,11.063702284647595,54.83870967741935,2023-12-06 10:28:46.315125,2023-12-06 10:28:46.511074,0 days 00:00:00.195949,68,20,204,9,COMPLETE
493,3.026143914489626,3.183695397163575,24.421894530343057,43.90243902439025,2023-12-06 10:28:46.511878,2023-12-06 10:28:46.708898,0 days 00:00:00.197020,48,20,136,9,COMPLETE
494,2.6862014045310376,3.1915237154624405,11.320344111437931,31.25,2023-12-06 10:28:46.709837,2023-12-06 10:28:46.904532,0 days 00:00:00.194695,48,48,168,9,COMPLETE
495,2.332776348163778,2.236718460239318,8.226067335347322,52.5,2023-12-06 10:28:46.905394,2023-12-06 10:28:47.102230,0 days 00:00:00.196836,44,12,204,9,COMPLETE
496,3.251994590356954,3.0732557687807476,31.443251475459075,52.5,2023-12-06 10:28:47.103091,2023-12-06 10:28:47.298061,0 days 00:00:00.194970,72,4,112,9,COMPLETE
497,3.0315127333370775,3.3905166543737977,22.41403355225027,35.13513513513514,2023-12-06 10:28:47.299186,2023-12-06 10:28:47.496004,0 days 00:00:00.196818,8,20,188,9,COMPLETE
498,3.1738288430981405,3.9845996452119072,19.369770326724392,43.75,2023-12-06 10:28:47.497073,2023-12-06 10:28:47.692073,0 days 00:00:00.195000,48,72,164,9,COMPLETE
499,2.844902925331594,3.114021680910251,16.447070701091704,34.285714285714285,2023-12-06 10:28:47.692913,2023-12-06 10:28:47.890555,0 days 00:00:00.197642,8,32,172,9,COMPLETE
500,3.13237952028716,4.117581277038945,22.347914535954423,43.333333333333336,2023-12-06 10:28:47.891572,2023-12-06 10:28:48.085281,0 days 00:00:00.193709,8,20,212,9,COMPLETE
501,3.6014666217218565,4.386936597883766,38.34749703907834,47.61904761904761,2023-12-06 10:28:48.086073,2023-12-06 10:28:48.279987,0 days 00:00:00.193914,48,12,108,9,COMPLETE
502,3.0210787399545045,4.232080587399074,26.901375334226802,50.0,2023-12-06 10:28:48.280876,2023-12-06 10:28:48.474672,0 days 00:00:00.193796,64,8,164,9,COMPLETE
503,2.522380185137583,3.0100652089654796,14.624918644037368,40.625,2023-12-06 10:28:48.475426,2023-12-06 10:28:48.667989,0 days 00:00:00.192563,48,40,100,9,COMPLETE
504,2.355231918894184,2.908268077558483,13.685446659829337,42.10526315789473,2023-12-06 10:28:48.668822,2023-12-06 10:28:48.861503,0 days 00:00:00.192681,8,20,112,9,COMPLETE
505,,,,,2023-12-06 10:28:48.862438,2023-12-06 10:28:49.059224,0 days 00:00:00.196786,4,4,164,9,FAIL
506,3.279240141160736,3.161804329876083,35.86574809025167,42.10526315789473,2023-12-06 10:28:49.060350,2023-12-06 10:28:49.263344,0 days 00:00:00.202994,8,4,108,9,COMPLETE
507,3.158396022331821,3.607006473473666,21.260815607480108,41.66666666666667,2023-12-06 10:28:49.264331,2023-12-06 10:28:49.459927,0 days 00:00:00.195596,8,68,164,9,COMPLETE
508,2.529886675073652,2.5299939745481876,8.911404388688943,27.77777777777778,2023-12-06 10:28:49.460963,2023-12-06 10:28:49.657529,0 days 00:00:00.196566,40,56,164,9,COMPLETE
509,3.6014666217218565,4.386936597883766,38.34749703907834,47.61904761904761,2023-12-06 10:28:49.658282,2023-12-06 10:28:49.851025,0 days 00:00:00.192743,48,12,108,9,COMPLETE
510,2.3013230964243823,2.604351446976512,14.453014429808457,51.21951219512195,2023-12-06 10:28:49.851981,2023-12-06 10:28:50.044174,0 days 00:00:00.192193,72,12,136,9,COMPLETE
511,2.506543436393899,2.9927869277204358,12.369589064089935,29.629629629629626,2023-12-06 10:28:50.045102,2023-12-06 10:28:50.238497,0 days 00:00:00.193395,48,68,112,9,COMPLETE
512,-0.5659967935987542,0.7661938472849729,-1.7282649650585482,34.69387755102041,2023-12-06 10:28:50.239301,2023-12-06 10:28:50.459869,0 days 00:00:00.220568,8,4,56,10,COMPLETE
513,1.728074266525408,1.674539053928481,4.928932056813456,47.91666666666667,2023-12-06 10:28:50.460792,2023-12-06 10:28:50.655012,0 days 00:00:00.194220,48,20,72,10,COMPLETE
514,-1.3043586126061189,0.7324634083941918,-2.0432697910026945,43.54838709677419,2023-12-06 10:28:50.655831,2023-12-06 10:28:50.852506,0 days 00:00:00.196675,44,12,44,10,COMPLETE
515,1.5316352358211023,1.411483734880781,5.695737192812788,36.0655737704918,2023-12-06 10:28:50.853355,2023-12-06 10:28:51.047312,0 days 00:00:00.193957,20,12,204,10,COMPLETE
516,2.2832796965419657,2.218946856145454,6.852170315630407,51.28205128205128,2023-12-06 10:28:51.048226,2023-12-06 10:28:51.241909,0 days 00:00:00.193683,44,20,212,10,COMPLETE
517,2.512687576761759,3.0691920529652417,10.299932115027836,34.375,2023-12-06 10:28:51.242813,2023-12-06 10:28:51.592581,0 days 00:00:00.349768,52,48,164,10,COMPLETE
518,2.176019782328326,2.195863582924896,7.300852147048558,48.57142857142857,2023-12-06 10:28:51.593415,2023-12-06 10:28:51.790229,0 days 00:00:00.196814,72,8,192,10,COMPLETE
519,0.044290070016883926,0.8932517531519972,-0.22624762961860265,17.24137931034483,2023-12-06 10:28:51.791066,2023-12-06 10:28:51.986088,0 days 00:00:00.195022,72,52,16,10,COMPLETE
520,1.8947056928129067,2.030055475579184,5.335121370337052,44.11764705882353,2023-12-06 10:28:51.986912,2023-12-06 10:28:52.179753,0 days 00:00:00.192841,72,20,196,10,COMPLETE
521,2.376471770099497,3.4615383866955645,10.68031964889819,43.75,2023-12-06 10:28:52.180734,2023-12-06 10:28:52.375078,0 days 00:00:00.194344,60,20,200,10,COMPLETE
522,3.2987220524586767,4.184868749345046,21.930485292978602,39.39393939393939,2023-12-06 10:28:52.376095,2023-12-06 10:28:52.570970,0 days 00:00:00.194875,8,44,120,10,COMPLETE
523,3.183600375976982,3.3421602514847413,31.699655099220678,51.162790697674424,2023-12-06 10:28:52.572005,2023-12-06 10:28:52.764456,0 days 00:00:00.192451,44,12,140,10,COMPLETE
524,,,,,2023-12-06 10:28:52.765281,2023-12-06 10:28:52.959079,0 days 00:00:00.193798,8,12,12,10,FAIL
525,2.391341043056601,3.0859315763745068,15.276289718057987,51.515151515151516,2023-12-06 10:28:52.960183,2023-12-06 10:28:53.152419,0 days 00:00:00.192236,64,20,176,10,COMPLETE
526,1.9677531581359042,3.224023102598121,9.728747660902224,44.827586206896555,2023-12-06 10:28:53.153201,2023-12-06 10:28:53.344350,0 days 00:00:00.191149,68,36,204,10,COMPLETE
527,-0.09942465965809913,0.9178585036501005,-0.5280361822086931,35.38461538461539,2023-12-06 10:28:53.345108,2023-12-06 10:28:53.539445,0 days 00:00:00.194337,56,12,16,10,COMPLETE
528,1.1754880837319253,1.5005699979266405,5.378594417810596,37.93103448275862,2023-12-06 10:28:53.540403,2023-12-06 10:28:53.736060,0 days 00:00:00.195657,64,68,24,10,COMPLETE
529,2.5267054183016575,2.3186404671271443,10.189783403600094,50.0,2023-12-06 10:28:53.737065,2023-12-06 10:28:53.939528,0 days 00:00:00.202463,48,4,164,10,COMPLETE
530,2.8950026296900107,3.803539951741057,24.95140548272454,52.63157894736842,2023-12-06 10:28:53.940427,2023-12-06 10:28:54.136366,0 days 00:00:00.195939,64,4,164,10,COMPLETE
531,3.218181281343921,3.4828708461194413,32.05644465025067,53.48837209302325,2023-12-06 10:28:54.137192,2023-12-06 10:28:54.330792,0 days 00:00:00.193600,44,12,136,10,COMPLETE
532,2.373110942636047,3.000650330828477,14.766120896614165,54.285714285714285,2023-12-06 10:28:54.331641,2023-12-06 10:28:54.524959,0 days 00:00:00.193318,64,12,184,10,COMPLETE
533,1.857871001982653,1.777206861632732,5.780309959485513,42.857142857142854,2023-12-06 10:28:54.525805,2023-12-06 10:28:54.720736,0 days 00:00:00.194931,36,20,192,10,COMPLETE
534,0.5326101845686134,1.1150175572897492,0.924430032161908,20.33898305084746,2023-12-06 10:28:54.721523,2023-12-06 10:28:54.917713,0 days 00:00:00.196190,12,68,104,10,COMPLETE
535,1.9805766886070961,2.30326722765297,11.13712650376049,51.28205128205128,2023-12-06 10:28:54.918546,2023-12-06 10:28:55.110543,0 days 00:00:00.191997,64,12,80,10,COMPLETE
536,3.486875548260765,4.482003957603129,24.292665334776657,33.33333333333333,2023-12-06 10:28:55.111410,2023-12-06 10:28:55.302221,0 days 00:00:00.190811,8,68,112,10,COMPLETE
537,2.651503370692075,2.4165907075176274,10.725080781010064,51.21951219512195,2023-12-06 10:28:55.303000,2023-12-06 10:28:55.497826,0 days 00:00:00.194826,44,12,164,10,COMPLETE
538,2.651503370692075,2.4165907075176274,10.725080781010064,51.21951219512195,2023-12-06 10:28:55.498910,2023-12-06 10:28:55.689358,0 days 00:00:00.190448,44,12,164,10,COMPLETE
539,2.399781735953137,2.298818166632389,8.363716307667667,50.0,2023-12-06 10:28:55.690134,2023-12-06 10:28:55.890167,0 days 00:00:00.200033,48,12,204,10,COMPLETE
540,3.188834701323008,3.800284266259893,25.15629028561645,43.58974358974359,2023-12-06 10:28:55.892239,2023-12-06 10:28:56.098108,0 days 00:00:00.205869,8,12,112,10,COMPLETE
541,2.6061211783218106,2.6675094047089134,18.73910844591526,41.46341463414634,2023-12-06 10:28:56.099013,2023-12-06 10:28:56.297326,0 days 00:00:00.198313,52,20,144,10,COMPLETE
542,3.520579607946388,3.4451019408524153,43.233206888030686,43.58974358974359,2023-12-06 10:28:56.298207,2023-12-06 10:28:56.494607,0 days 00:00:00.196400,60,4,100,10,COMPLETE
543,2.5267054183016575,2.3186404671271443,10.189783403600094,50.0,2023-12-06 10:28:56.495378,2023-12-06 10:28:56.689393,0 days 00:00:00.194015,48,4,164,10,COMPLETE
544,2.463837891803624,2.2078109111122903,16.749590321310414,38.0,2023-12-06 10:28:56.690226,2023-12-06 10:28:56.881262,0 days 00:00:00.191036,32,12,136,10,COMPLETE
545,3.016865627485281,3.5234365711544116,21.218631307454036,52.63157894736842,2023-12-06 10:28:56.882020,2023-12-06 10:28:57.079765,0 days 00:00:00.197745,72,12,164,10,COMPLETE
546,2.4008435345196615,2.733553866556231,16.977036321048416,42.5,2023-12-06 10:28:57.080776,2023-12-06 10:28:57.273979,0 days 00:00:00.193203,68,12,84,10,COMPLETE
547,3.577197609783158,3.458603581180399,32.792500866423325,50.0,2023-12-06 10:28:57.274801,2023-12-06 10:28:57.473610,0 days 00:00:00.198809,48,20,80,10,COMPLETE
548,3.1264585244553045,3.0713526826263458,20.136609623577627,36.11111111111111,2023-12-06 10:28:57.474639,2023-12-06 10:28:57.671631,0 days 00:00:00.196992,40,56,152,10,COMPLETE
549,0.6543716147361465,1.1764025901845332,1.4277166787253952,33.33333333333333,2023-12-06 10:28:57.672631,2023-12-06 10:28:57.865248,0 days 00:00:00.192617,68,4,36,10,COMPLETE
550,3.4768217817680767,4.059408842248049,24.926856374121606,39.39393939393939,2023-12-06 10:28:57.866161,2023-12-06 10:28:58.059438,0 days 00:00:00.193277,8,52,188,10,COMPLETE
551,2.364230126604811,3.4124835604948127,16.03034220514256,44.44444444444444,2023-12-06 10:28:58.060288,2023-12-06 10:28:58.250442,0 days 00:00:00.190154,68,4,204,10,COMPLETE
552,,,,,2023-12-06 10:28:58.251191,2023-12-06 10:28:58.442515,0 days 00:00:00.191324,36,4,4,10,FAIL
553,1.2264896673682528,1.3939808566367287,3.272986067308747,35.294117647058826,2023-12-06 10:28:58.443632,2023-12-06 10:28:58.642019,0 days 00:00:00.198387,28,12,188,10,COMPLETE
554,2.9970238725016336,3.4388396822362366,20.463387484635586,35.13513513513514,2023-12-06 10:28:58.642863,2023-12-06 10:28:58.840940,0 days 00:00:00.198077,8,12,200,10,COMPLETE
555,2.840915353182059,3.1013693530324593,13.61692052387979,39.473684210526315,2023-12-06 10:28:58.841919,2023-12-06 10:28:59.041528,0 days 00:00:00.199609,28,52,204,10,COMPLETE
556,3.210146429050042,3.7110266170423185,20.695987444955694,36.36363636363637,2023-12-06 10:28:59.042413,2023-12-06 10:28:59.236827,0 days 00:00:00.194414,8,40,120,10,COMPLETE
557,2.1829237605157306,2.060664698989403,7.074013032027755,45.0,2023-12-06 10:28:59.237691,2023-12-06 10:28:59.432031,0 days 00:00:00.194340,48,12,188,10,COMPLETE
558,2.364230126604811,3.4124835604948127,16.03034220514256,44.44444444444444,2023-12-06 10:28:59.432872,2023-12-06 10:28:59.621769,0 days 00:00:00.188897,68,4,204,10,COMPLETE
559,3.279240141160736,3.161804329876083,35.86574809025167,42.10526315789473,2023-12-06 10:28:59.622546,2023-12-06 10:28:59.812455,0 days 00:00:00.189909,8,4,108,10,COMPLETE
560,2.448747953850922,2.30382624294,8.964987944597492,47.61904761904761,2023-12-06 10:28:59.813278,2023-12-06 10:29:00.006744,0 days 00:00:00.193466,48,4,204,10,COMPLETE
561,1.477661709864317,1.6851994656359452,3.4501326298872526,37.83783783783784,2023-12-06 10:29:00.007526,2023-12-06 10:29:00.195771,0 days 00:00:00.188245,40,28,204,10,COMPLETE
562,2.4345291996962763,2.5511244179986576,9.819215009077007,38.88888888888889,2023-12-06 10:29:00.196639,2023-12-06 10:29:00.387617,0 days 00:00:00.190978,36,48,188,10,COMPLETE
563,3.2546239306347755,3.0847197433117506,25.56364856697558,44.680851063829785,2023-12-06 10:29:00.388499,2023-12-06 10:29:00.587026,0 days 00:00:00.198527,24,20,188,10,COMPLETE
564,3.016865627485281,3.5234365711544116,21.218631307454036,52.63157894736842,2023-12-06 10:29:00.587892,2023-12-06 10:29:00.811858,0 days 00:00:00.223966,72,12,164,11,COMPLETE
565,2.2725750547989323,4.181656458492476,11.063702284647595,54.83870967741935,2023-12-06 10:29:00.812618,2023-12-06 10:29:01.003358,0 days 00:00:00.190740,68,20,204,11,COMPLETE
566,2.2917203284467593,2.48477215115517,9.239095120915849,40.0,2023-12-06 10:29:01.004263,2023-12-06 10:29:01.195950,0 days 00:00:00.191687,32,28,204,11,COMPLETE
567,2.794033105840795,3.528962784865836,12.738414125732731,35.483870967741936,2023-12-06 10:29:01.196766,2023-12-06 10:29:01.385761,0 days 00:00:00.188995,48,52,200,11,COMPLETE
568,3.251994590356954,3.0732557687807476,31.443251475459075,52.5,2023-12-06 10:29:01.386536,2023-12-06 10:29:01.576162,0 days 00:00:00.189626,72,4,112,11,COMPLETE
569,3.0314410665208698,3.702954551041394,21.150047418571383,38.70967741935484,2023-12-06 10:29:01.576957,2023-12-06 10:29:01.768187,0 days 00:00:00.191230,8,32,200,11,COMPLETE
570,,,,,2023-12-06 10:29:01.769023,2023-12-06 10:29:01.957476,0 days 00:00:00.188453,4,68,144,11,FAIL
571,2.960017567108398,3.286564930742295,16.066113174908438,36.666666666666664,2023-12-06 10:29:01.958571,2023-12-06 10:29:02.148177,0 days 00:00:00.189606,8,36,212,11,COMPLETE
572,2.460374793870827,2.9314860003953798,15.711684501946483,46.15384615384615,2023-12-06 10:29:02.149028,2023-12-06 10:29:02.336558,0 days 00:00:00.187530,72,12,112,11,COMPLETE
573,3.513560420504682,3.8588906248283874,37.16772723285656,51.21951219512195,2023-12-06 10:29:02.337315,2023-12-06 10:29:02.526705,0 days 00:00:00.189390,48,12,164,11,COMPLETE
574,3.218181281343921,3.4828708461194413,32.05644465025067,53.48837209302325,2023-12-06 10:29:02.527552,2023-12-06 10:29:02.716497,0 days 00:00:00.188945,44,12,136,11,COMPLETE
575,2.3369317929688647,2.5626923606233785,13.12498520308626,44.73684210526316,2023-12-06 10:29:02.717349,2023-12-06 10:29:02.917269,0 days 00:00:00.199920,48,36,164,11,COMPLETE
576,2.9679246991131323,3.629189720804098,13.189332955001081,33.33333333333333,2023-12-06 10:29:02.918105,2023-12-06 10:29:03.118173,0 days 00:00:00.200068,48,56,164,11,COMPLETE
577,1.7505874997757238,2.443588541679829,6.1486521367730935,43.333333333333336,2023-12-06 10:29:03.118980,2023-12-06 10:29:03.474667,0 days 00:00:00.355687,60,28,208,11,COMPLETE
578,2.2648438049105724,2.5664492063819933,11.997779765161471,38.23529411764706,2023-12-06 10:29:03.475522,2023-12-06 10:29:03.674438,0 days 00:00:00.198916,44,36,100,11,COMPLETE
579,2.5682316945629027,4.341204490266163,13.053152155790766,55.172413793103445,2023-12-06 10:29:03.675370,2023-12-06 10:29:03.871694,0 days 00:00:00.196324,64,48,184,11,COMPLETE
580,3.199411142494166,3.1221394503112863,23.011539018059665,40.54054054054054,2023-12-06 10:29:03.872550,2023-12-06 10:29:04.065358,0 days 00:00:00.192808,8,72,168,11,COMPLETE
581,3.218181281343921,3.4828708461194413,32.05644465025067,53.48837209302325,2023-12-06 10:29:04.066224,2023-12-06 10:29:04.261532,0 days 00:00:00.195308,44,12,136,11,COMPLETE
582,3.577197609783158,3.458603581180399,32.792500866423325,50.0,2023-12-06 10:29:04.262358,2023-12-06 10:29:04.457719,0 days 00:00:00.195361,48,20,80,11,COMPLETE
583,2.4013625528410123,3.439786263646906,12.215374656180478,41.935483870967744,2023-12-06 10:29:04.458545,2023-12-06 10:29:04.648835,0 days 00:00:00.190290,64,40,184,11,COMPLETE
584,2.2725750547989323,4.181656458492476,11.063702284647595,54.83870967741935,2023-12-06 10:29:04.649620,2023-12-06 10:29:04.839916,0 days 00:00:00.190296,68,20,204,11,COMPLETE
