number,value,datetime_start,datetime_complete,duration,params_BBand_window,params_OI_window_MA_f,params_OI_window_MA_s,params_RV_period,params_RV_window,state
765,0.5966354056121461,2023-12-07 12:55:18.458716,2023-12-07 12:55:18.688239,0 days 00:00:00.229523,68,40,40,144,72,COMPLETE
766,4.057901658315853,2023-12-07 12:55:18.689129,2023-12-07 12:55:18.924567,0 days 00:00:00.235438,64,4,40,120,64,COMPLETE
767,4.383801129048291,2023-12-07 12:55:18.925578,2023-12-07 12:55:19.160384,0 days 00:00:00.234806,60,4,36,120,68,COMPLETE
768,4.147616299781392,2023-12-07 12:55:19.161346,2023-12-07 12:55:19.400455,0 days 00:00:00.239109,64,4,44,120,68,COMPLETE
769,3.3467271669182987,2023-12-07 12:55:19.401381,2023-12-07 12:55:19.813612,0 days 00:00:00.412231,68,8,40,120,72,COMPLETE
770,4.391950886276888,2023-12-07 12:55:19.814884,2023-12-07 12:55:20.056994,0 days 00:00:00.242110,64,4,36,120,68,COMPLETE
771,-0.07148140289047354,2023-12-07 12:55:20.057918,2023-12-07 12:55:20.295900,0 days 00:00:00.237982,60,56,40,120,64,COMPLETE
772,4.147616299781392,2023-12-07 12:55:20.296785,2023-12-07 12:55:20.543334,0 days 00:00:00.246549,64,4,44,120,68,COMPLETE
773,4.057901658315853,2023-12-07 12:55:20.544357,2023-12-07 12:55:20.776271,0 days 00:00:00.231914,64,4,40,120,64,COMPLETE
774,0.7679887389445937,2023-12-07 12:55:20.777113,2023-12-07 12:55:21.019661,0 days 00:00:00.242548,60,4,12,120,72,COMPLETE
775,2.4274402112035447,2023-12-07 12:55:21.021060,2023-12-07 12:55:21.254727,0 days 00:00:00.233667,68,28,40,120,68,COMPLETE
776,3.4449564910552395,2023-12-07 12:55:21.255682,2023-12-07 12:55:21.489475,0 days 00:00:00.233793,64,8,40,144,68,COMPLETE
777,3.7312049941605308,2023-12-07 12:55:21.490450,2023-12-07 12:55:21.723699,0 days 00:00:00.233249,64,4,36,96,68,COMPLETE
778,3.7119483025063853,2023-12-07 12:55:21.724556,2023-12-07 12:55:21.966047,0 days 00:00:00.241491,64,8,40,120,72,COMPLETE
779,4.424350506325201,2023-12-07 12:55:21.967257,2023-12-07 12:55:22.212302,0 days 00:00:00.245045,60,4,40,120,68,COMPLETE
780,3.7719617274326795,2023-12-07 12:55:22.213187,2023-12-07 12:55:22.458494,0 days 00:00:00.245307,68,4,44,120,64,COMPLETE
781,3.306172163018995,2023-12-07 12:55:22.459746,2023-12-07 12:55:22.716366,0 days 00:00:00.256620,48,8,36,120,68,COMPLETE
782,0.6069048943353392,2023-12-07 12:55:22.717392,2023-12-07 12:55:22.953763,0 days 00:00:00.236371,64,4,64,120,40,COMPLETE
783,4.147616299781392,2023-12-07 12:55:22.954634,2023-12-07 12:55:23.198667,0 days 00:00:00.244033,64,4,44,120,68,COMPLETE
784,3.1958056821834773,2023-12-07 12:55:23.199584,2023-12-07 12:55:23.441193,0 days 00:00:00.241609,68,4,48,120,72,COMPLETE
785,3.0104712337289117,2023-12-07 12:55:23.442130,2023-12-07 12:55:23.677521,0 days 00:00:00.235391,40,8,40,120,64,COMPLETE
786,4.4322972054347805,2023-12-07 12:55:23.678414,2023-12-07 12:55:23.914681,0 days 00:00:00.236267,64,4,40,120,68,COMPLETE
787,2.6526117230985675,2023-12-07 12:55:23.915670,2023-12-07 12:55:24.148754,0 days 00:00:00.233084,60,4,36,144,68,COMPLETE
788,4.1110970984407595,2023-12-07 12:55:24.149611,2023-12-07 12:55:24.384964,0 days 00:00:00.235353,64,4,40,120,72,COMPLETE
789,2.71964828664774,2023-12-07 12:55:24.386002,2023-12-07 12:55:24.617469,0 days 00:00:00.231467,64,8,44,120,68,COMPLETE
790,1.6819178268978232,2023-12-07 12:55:24.618336,2023-12-07 12:55:24.848348,0 days 00:00:00.230012,68,4,40,96,72,COMPLETE
791,4.033008390309566,2023-12-07 12:55:24.849236,2023-12-07 12:55:25.084753,0 days 00:00:00.235517,60,4,36,120,64,COMPLETE
792,1.4702369031518894,2023-12-07 12:55:25.085637,2023-12-07 12:55:25.316534,0 days 00:00:00.230897,64,12,40,120,68,COMPLETE
793,4.0135191330815445,2023-12-07 12:55:25.317440,2023-12-07 12:55:25.550707,0 days 00:00:00.233267,64,8,40,120,68,COMPLETE
794,3.811936768578881,2023-12-07 12:55:25.551603,2023-12-07 12:55:25.784090,0 days 00:00:00.232487,68,4,44,120,68,COMPLETE
795,4.424350506325201,2023-12-07 12:55:25.784943,2023-12-07 12:55:26.016156,0 days 00:00:00.231213,60,4,40,120,68,COMPLETE
796,3.841158320506808,2023-12-07 12:55:26.017069,2023-12-07 12:55:26.248948,0 days 00:00:00.231879,64,8,36,144,64,COMPLETE
797,0.08926583136562263,2023-12-07 12:55:26.249815,2023-12-07 12:55:26.482014,0 days 00:00:00.232199,60,60,40,120,60,COMPLETE
798,4.1110970984407595,2023-12-07 12:55:26.482906,2023-12-07 12:55:26.721845,0 days 00:00:00.238939,64,4,40,120,72,COMPLETE
799,3.811936768578881,2023-12-07 12:55:26.722723,2023-12-07 12:55:26.953416,0 days 00:00:00.230693,68,4,44,120,68,COMPLETE
800,4.057901658315853,2023-12-07 12:55:26.954274,2023-12-07 12:55:27.187161,0 days 00:00:00.232887,64,4,40,120,64,COMPLETE
801,3.9608739174823087,2023-12-07 12:55:27.188061,2023-12-07 12:55:27.417829,0 days 00:00:00.229768,64,8,36,120,68,COMPLETE
802,2.5406346642971043,2023-12-07 12:55:27.418994,2023-12-07 12:55:27.652474,0 days 00:00:00.233480,64,4,40,96,72,COMPLETE
803,2.81935058975895,2023-12-07 12:55:27.653465,2023-12-07 12:55:27.889163,0 days 00:00:00.235698,64,16,44,120,68,COMPLETE
804,2.7490060255490056,2023-12-07 12:55:27.890162,2023-12-07 12:55:28.123089,0 days 00:00:00.232927,60,4,40,144,68,COMPLETE
805,2.1846443454811255,2023-12-07 12:55:28.124023,2023-12-07 12:55:28.353801,0 days 00:00:00.229778,68,4,72,120,72,COMPLETE
806,4.0135191330815445,2023-12-07 12:55:28.354695,2023-12-07 12:55:28.594052,0 days 00:00:00.239357,64,8,40,120,68,COMPLETE
807,0.814909145062317,2023-12-07 12:55:28.595017,2023-12-07 12:55:28.828135,0 days 00:00:00.233118,64,52,36,120,64,COMPLETE
808,4.09204429593979,2023-12-07 12:55:28.829054,2023-12-07 12:55:29.062014,0 days 00:00:00.232960,68,4,40,120,68,COMPLETE
809,1.4800959322504794,2023-12-07 12:55:29.062918,2023-12-07 12:55:29.295212,0 days 00:00:00.232294,60,4,44,216,68,COMPLETE
810,-0.07865985850674798,2023-12-07 12:55:29.296144,2023-12-07 12:55:29.527079,0 days 00:00:00.230935,24,8,40,120,72,COMPLETE
811,3.9700718375424495,2023-12-07 12:55:29.528189,2023-12-07 12:55:29.772645,0 days 00:00:00.244456,64,4,36,120,64,COMPLETE
812,1.4014565429769046,2023-12-07 12:55:29.773848,2023-12-07 12:55:30.018581,0 days 00:00:00.244733,20,4,40,96,68,COMPLETE
813,3.811936768578881,2023-12-07 12:55:30.019749,2023-12-07 12:55:30.264466,0 days 00:00:00.244717,68,4,44,120,68,COMPLETE
814,3.8859451537178207,2023-12-07 12:55:30.265376,2023-12-07 12:55:30.501012,0 days 00:00:00.235636,64,8,40,120,64,COMPLETE
815,4.029164398200101,2023-12-07 12:55:30.501935,2023-12-07 12:55:30.735631,0 days 00:00:00.233696,60,4,40,120,72,COMPLETE
816,3.9608739174823087,2023-12-07 12:55:30.736532,2023-12-07 12:55:30.969059,0 days 00:00:00.232527,64,8,36,120,68,COMPLETE
817,4.147616299781392,2023-12-07 12:55:30.969981,2023-12-07 12:55:31.203989,0 days 00:00:00.234008,64,4,44,120,68,COMPLETE
818,3.252300692258247,2023-12-07 12:55:31.204941,2023-12-07 12:55:31.438239,0 days 00:00:00.233298,28,4,40,120,64,COMPLETE
819,2.0547876184957934,2023-12-07 12:55:31.439154,2023-12-07 12:55:31.669761,0 days 00:00:00.230607,8,4,40,168,68,COMPLETE
820,2.686346953801498,2023-12-07 12:55:31.670643,2023-12-07 12:55:31.899554,0 days 00:00:00.228911,64,8,36,144,68,COMPLETE
821,2.393452512750868,2023-12-07 12:55:31.900467,2023-12-07 12:55:32.131435,0 days 00:00:00.230968,60,4,24,120,72,COMPLETE
822,3.8437247462516995,2023-12-07 12:55:32.132329,2023-12-07 12:55:32.365639,0 days 00:00:00.233310,64,4,44,120,64,COMPLETE
823,4.09204429593979,2023-12-07 12:55:32.366630,2023-12-07 12:55:32.606327,0 days 00:00:00.239697,68,4,40,120,68,COMPLETE
824,3.7119483025063853,2023-12-07 12:55:32.607294,2023-12-07 12:55:32.837382,0 days 00:00:00.230088,64,8,40,120,72,COMPLETE
825,2.823112572386635,2023-12-07 12:55:32.838282,2023-12-07 12:55:33.068857,0 days 00:00:00.230575,68,4,40,96,68,COMPLETE
826,4.383801129048291,2023-12-07 12:55:33.070008,2023-12-07 12:55:33.304912,0 days 00:00:00.234904,60,4,36,120,68,COMPLETE
827,4.4322972054347805,2023-12-07 12:55:33.305817,2023-12-07 12:55:33.544577,0 days 00:00:00.238760,64,4,40,120,68,COMPLETE
828,3.7719617274326795,2023-12-07 12:55:33.545479,2023-12-07 12:55:33.778920,0 days 00:00:00.233441,68,4,44,120,64,COMPLETE
829,3.7119483025063853,2023-12-07 12:55:33.779886,2023-12-07 12:55:34.010582,0 days 00:00:00.230696,64,8,40,120,72,COMPLETE
830,2.6526117230985675,2023-12-07 12:55:34.011493,2023-12-07 12:55:34.242796,0 days 00:00:00.231303,60,4,36,144,68,COMPLETE
831,3.8794652477609395,2023-12-07 12:55:34.243687,2023-12-07 12:55:34.472415,0 days 00:00:00.228728,72,8,40,120,68,COMPLETE
832,4.057901658315853,2023-12-07 12:55:34.473325,2023-12-07 12:55:34.704894,0 days 00:00:00.231569,64,4,40,120,64,COMPLETE
833,4.147616299781392,2023-12-07 12:55:34.705796,2023-12-07 12:55:34.941375,0 days 00:00:00.235579,64,4,44,120,68,COMPLETE
834,2.5406346642971043,2023-12-07 12:55:34.942322,2023-12-07 12:55:35.174072,0 days 00:00:00.231750,64,4,40,96,72,COMPLETE
835,1.8092563587880117,2023-12-07 12:55:35.174964,2023-12-07 12:55:35.407083,0 days 00:00:00.232119,64,8,8,120,68,COMPLETE
836,4.383801129048291,2023-12-07 12:55:35.408255,2023-12-07 12:55:35.641023,0 days 00:00:00.232768,60,4,36,120,68,COMPLETE
837,2.5844636699299834,2023-12-07 12:55:35.641945,2023-12-07 12:55:36.042570,0 days 00:00:00.400625,68,24,40,96,64,COMPLETE
838,1.2865921092723793,2023-12-07 12:55:36.043582,2023-12-07 12:55:36.280088,0 days 00:00:00.236506,64,4,44,192,72,COMPLETE
839,2.0722558521478374,2023-12-07 12:55:36.281052,2023-12-07 12:55:36.518551,0 days 00:00:00.237499,36,8,40,120,60,COMPLETE
840,4.424350506325201,2023-12-07 12:55:36.519489,2023-12-07 12:55:36.755595,0 days 00:00:00.236106,60,4,40,120,68,COMPLETE
841,3.9755280366551813,2023-12-07 12:55:36.756518,2023-12-07 12:55:37.003140,0 days 00:00:00.246622,68,4,36,120,68,COMPLETE
842,2.746952235160358,2023-12-07 12:55:37.004021,2023-12-07 12:55:37.245213,0 days 00:00:00.241192,64,4,40,144,68,COMPLETE
843,2.7099070962870053,2023-12-07 12:55:37.246254,2023-12-07 12:55:37.481366,0 days 00:00:00.235112,64,8,44,120,64,COMPLETE
844,4.1110970984407595,2023-12-07 12:55:37.482234,2023-12-07 12:55:37.719309,0 days 00:00:00.237075,64,4,40,120,72,COMPLETE
845,4.383801129048291,2023-12-07 12:55:37.720242,2023-12-07 12:55:37.968937,0 days 00:00:00.248695,60,4,36,120,68,COMPLETE
846,1.7911086806389782,2023-12-07 12:55:37.969876,2023-12-07 12:55:38.207484,0 days 00:00:00.237608,68,8,48,120,68,COMPLETE
847,1.2522390431650692,2023-12-07 12:55:38.208509,2023-12-07 12:55:38.459067,0 days 00:00:00.250558,16,12,20,120,64,COMPLETE
848,3.833784500393129,2023-12-07 12:55:38.460265,2023-12-07 12:55:38.721428,0 days 00:00:00.261163,64,4,44,120,72,COMPLETE
849,4.4322972054347805,2023-12-07 12:55:38.722806,2023-12-07 12:55:38.965951,0 days 00:00:00.243145,64,4,40,120,68,COMPLETE
850,4.424350506325201,2023-12-07 12:55:38.966879,2023-12-07 12:55:39.202245,0 days 00:00:00.235366,60,4,40,120,68,COMPLETE
851,2.6969994837876894,2023-12-07 12:55:39.203201,2023-12-07 12:55:39.438574,0 days 00:00:00.235373,68,8,36,144,44,COMPLETE
852,4.057901658315853,2023-12-07 12:55:39.439474,2023-12-07 12:55:39.699535,0 days 00:00:00.260061,64,4,40,120,64,COMPLETE
853,4.4322972054347805,2023-12-07 12:55:39.700633,2023-12-07 12:55:39.954906,0 days 00:00:00.254273,64,4,40,120,68,COMPLETE
854,3.3156612785106434,2023-12-07 12:55:39.955924,2023-12-07 12:55:40.196562,0 days 00:00:00.240638,44,4,44,120,72,COMPLETE
855,3.971949145677128,2023-12-07 12:55:40.197572,2023-12-07 12:55:40.446153,0 days 00:00:00.248581,60,8,40,120,68,COMPLETE
856,3.9700718375424495,2023-12-07 12:55:40.447031,2023-12-07 12:55:40.686266,0 days 00:00:00.239235,64,4,36,120,64,COMPLETE
857,4.0135191330815445,2023-12-07 12:55:40.687174,2023-12-07 12:55:40.925609,0 days 00:00:00.238435,64,8,40,120,68,COMPLETE
858,1.6819178268978232,2023-12-07 12:55:40.926722,2023-12-07 12:55:41.167724,0 days 00:00:00.241002,68,4,40,96,72,COMPLETE
859,4.147616299781392,2023-12-07 12:55:41.168640,2023-12-07 12:55:41.406465,0 days 00:00:00.237825,64,4,44,120,68,COMPLETE
860,1.0460606052164267,2023-12-07 12:55:41.407467,2023-12-07 12:55:41.657256,0 days 00:00:00.249789,64,36,36,120,68,COMPLETE
861,4.1198833231230045,2023-12-07 12:55:41.658302,2023-12-07 12:55:41.895310,0 days 00:00:00.237008,60,4,40,120,64,COMPLETE
862,2.2706322208536402,2023-12-07 12:55:41.896418,2023-12-07 12:55:42.133304,0 days 00:00:00.236886,68,8,44,120,68,COMPLETE
863,2.1685717541518033,2023-12-07 12:55:42.134225,2023-12-07 12:55:42.372540,0 days 00:00:00.238315,64,4,40,144,72,COMPLETE
864,4.4322972054347805,2023-12-07 12:55:42.373422,2023-12-07 12:55:42.616584,0 days 00:00:00.243162,64,4,40,120,68,COMPLETE
865,3.8777807637331483,2023-12-07 12:55:42.617584,2023-12-07 12:55:42.859537,0 days 00:00:00.241953,60,8,36,120,64,COMPLETE
866,4.09204429593979,2023-12-07 12:55:42.860561,2023-12-07 12:55:43.105848,0 days 00:00:00.245287,68,4,40,120,68,COMPLETE
867,2.5406346642971043,2023-12-07 12:55:43.106804,2023-12-07 12:55:43.350572,0 days 00:00:00.243768,64,4,40,96,72,COMPLETE
868,4.147616299781392,2023-12-07 12:55:43.351564,2023-12-07 12:55:43.606297,0 days 00:00:00.254733,64,4,44,120,68,COMPLETE
869,4.0135191330815445,2023-12-07 12:55:43.607313,2023-12-07 12:55:43.842352,0 days 00:00:00.235039,64,8,40,120,68,COMPLETE
870,4.391950886276888,2023-12-07 12:55:43.843222,2023-12-07 12:55:44.082730,0 days 00:00:00.239508,64,4,36,120,68,COMPLETE
871,1.9072560551849786,2023-12-07 12:55:44.083685,2023-12-07 12:55:44.326412,0 days 00:00:00.242727,68,20,40,120,72,COMPLETE
872,3.871125331955211,2023-12-07 12:55:44.327418,2023-12-07 12:55:44.571273,0 days 00:00:00.243855,60,4,44,120,64,COMPLETE
873,4.057901658315853,2023-12-07 12:55:44.572212,2023-12-07 12:55:44.808777,0 days 00:00:00.236565,64,4,40,120,64,COMPLETE
874,2.391612092532255,2023-12-07 12:55:44.809708,2023-12-07 12:55:45.050848,0 days 00:00:00.241140,60,8,36,144,36,COMPLETE
875,4.09204429593979,2023-12-07 12:55:45.051750,2023-12-07 12:55:45.287386,0 days 00:00:00.235636,68,4,40,120,68,COMPLETE
876,4.4322972054347805,2023-12-07 12:55:45.288290,2023-12-07 12:55:45.530456,0 days 00:00:00.242166,64,4,40,120,68,COMPLETE
877,4.4322972054347805,2023-12-07 12:55:45.531591,2023-12-07 12:55:45.773835,0 days 00:00:00.242244,64,4,40,120,68,COMPLETE
878,1.0343399181192645,2023-12-07 12:55:45.774992,2023-12-07 12:55:46.018638,0 days 00:00:00.243646,64,8,44,96,72,COMPLETE
879,3.9755280366551813,2023-12-07 12:55:46.019563,2023-12-07 12:55:46.256962,0 days 00:00:00.237399,68,4,36,120,68,COMPLETE
880,2.72937448218161,2023-12-07 12:55:46.257855,2023-12-07 12:55:46.495727,0 days 00:00:00.237872,60,8,44,120,64,COMPLETE
881,4.4322972054347805,2023-12-07 12:55:46.497015,2023-12-07 12:55:46.747182,0 days 00:00:00.250167,64,4,40,120,68,COMPLETE
882,2.1859669748568993,2023-12-07 12:55:46.748107,2023-12-07 12:55:47.006784,0 days 00:00:00.258677,64,4,40,120,12,COMPLETE
883,2.203695485794825,2023-12-07 12:55:47.007821,2023-12-07 12:55:47.260142,0 days 00:00:00.252321,60,4,36,144,72,COMPLETE
884,-1.073391585826789,2023-12-07 12:55:47.261352,2023-12-07 12:55:47.519392,0 days 00:00:00.258040,64,16,40,24,16,COMPLETE
885,2.7466815404577702,2023-12-07 12:55:47.520502,2023-12-07 12:55:47.763953,0 days 00:00:00.243451,68,8,40,120,32,COMPLETE
886,4.140668817167323,2023-12-07 12:55:47.764863,2023-12-07 12:55:48.005481,0 days 00:00:00.240618,60,4,44,120,68,COMPLETE
887,4.4322972054347805,2023-12-07 12:55:48.006401,2023-12-07 12:55:48.260352,0 days 00:00:00.253951,64,4,40,120,68,COMPLETE
888,3.7523122511961016,2023-12-07 12:55:48.261815,2023-12-07 12:55:48.515108,0 days 00:00:00.253293,64,8,36,120,64,COMPLETE
889,3.5124894027010454,2023-12-07 12:55:48.516195,2023-12-07 12:55:48.773031,0 days 00:00:00.256836,72,48,44,96,68,COMPLETE
890,3.731209226530388,2023-12-07 12:55:48.774301,2023-12-07 12:55:49.036984,0 days 00:00:00.262683,68,4,40,120,72,COMPLETE
891,4.057901658315853,2023-12-07 12:55:49.038501,2023-12-07 12:55:49.300085,0 days 00:00:00.261584,64,4,40,120,64,COMPLETE
892,4.391950886276888,2023-12-07 12:55:49.301318,2023-12-07 12:55:49.554182,0 days 00:00:00.252864,64,4,36,120,68,COMPLETE
893,4.424350506325201,2023-12-07 12:55:49.555208,2023-12-07 12:55:49.804805,0 days 00:00:00.249597,60,4,40,120,68,COMPLETE
894,2.149063276767965,2023-12-07 12:55:49.806088,2023-12-07 12:55:50.072546,0 days 00:00:00.266458,64,8,40,96,72,COMPLETE
895,3.811936768578881,2023-12-07 12:55:50.073747,2023-12-07 12:55:50.327157,0 days 00:00:00.253410,68,4,44,120,68,COMPLETE
896,4.4322972054347805,2023-12-07 12:55:50.328331,2023-12-07 12:55:50.578219,0 days 00:00:00.249888,64,4,40,120,68,COMPLETE
897,3.8777807637331483,2023-12-07 12:55:50.579215,2023-12-07 12:55:50.822974,0 days 00:00:00.243759,60,8,36,120,64,COMPLETE
898,2.577647161191232,2023-12-07 12:55:50.824026,2023-12-07 12:55:51.069569,0 days 00:00:00.245543,64,4,44,144,68,COMPLETE
899,4.1110970984407595,2023-12-07 12:55:51.070515,2023-12-07 12:55:51.308868,0 days 00:00:00.238353,64,4,40,120,72,COMPLETE
900,3.6093542263733425,2023-12-07 12:55:51.309961,2023-12-07 12:55:51.564757,0 days 00:00:00.254796,68,8,40,120,68,COMPLETE
901,4.057901658315853,2023-12-07 12:55:51.565880,2023-12-07 12:55:51.807465,0 days 00:00:00.241585,64,4,40,120,64,COMPLETE
902,1.6019084943724293,2023-12-07 12:55:51.808467,2023-12-07 12:55:52.064214,0 days 00:00:00.255747,60,40,36,120,68,COMPLETE
903,2.746952235160358,2023-12-07 12:55:52.065468,2023-12-07 12:55:52.326810,0 days 00:00:00.261342,64,4,40,144,68,COMPLETE
904,3.4588869392505988,2023-12-07 12:55:52.328068,2023-12-07 12:55:52.586071,0 days 00:00:00.258003,68,4,44,120,72,COMPLETE
905,3.8859451537178207,2023-12-07 12:55:52.587438,2023-12-07 12:55:52.999841,0 days 00:00:00.412403,64,8,40,120,64,COMPLETE
906,4.4322972054347805,2023-12-07 12:55:53.000784,2023-12-07 12:55:53.249438,0 days 00:00:00.248654,64,4,40,120,68,COMPLETE
907,-0.24078239955844988,2023-12-07 12:55:53.250359,2023-12-07 12:55:53.507069,0 days 00:00:00.256710,60,4,36,240,72,COMPLETE
908,2.2706322208536402,2023-12-07 12:55:53.508223,2023-12-07 12:55:53.781871,0 days 00:00:00.273648,68,8,44,120,68,COMPLETE
909,2.892697401334635,2023-12-07 12:55:53.782893,2023-12-07 12:55:54.046004,0 days 00:00:00.263111,64,4,40,96,60,COMPLETE
910,4.147616299781392,2023-12-07 12:55:54.047105,2023-12-07 12:55:54.310599,0 days 00:00:00.263494,64,4,44,120,68,COMPLETE
911,3.8761751835250147,2023-12-07 12:55:54.311703,2023-12-07 12:55:54.576461,0 days 00:00:00.264758,60,8,40,120,64,COMPLETE
912,4.033594717200906,2023-12-07 12:55:54.577570,2023-12-07 12:55:54.838268,0 days 00:00:00.260698,64,4,36,120,72,COMPLETE
913,4.09204429593979,2023-12-07 12:55:54.839265,2023-12-07 12:55:55.085934,0 days 00:00:00.246669,68,4,40,120,68,COMPLETE
914,4.4322972054347805,2023-12-07 12:55:55.086927,2023-12-07 12:55:55.342136,0 days 00:00:00.255209,64,4,40,120,68,COMPLETE
915,2.631496464063198,2023-12-07 12:55:55.343183,2023-12-07 12:55:55.585866,0 days 00:00:00.242683,64,8,44,96,68,COMPLETE
916,2.091887672183332,2023-12-07 12:55:55.586837,2023-12-07 12:55:55.835237,0 days 00:00:00.248400,60,4,36,48,72,COMPLETE
917,3.05442193216494,2023-12-07 12:55:55.836136,2023-12-07 12:55:56.081962,0 days 00:00:00.245826,64,4,52,120,64,COMPLETE
918,3.6093542263733425,2023-12-07 12:55:56.082895,2023-12-07 12:55:56.325278,0 days 00:00:00.242383,68,8,40,120,68,COMPLETE
919,2.6664644464751435,2023-12-07 12:55:56.326206,2023-12-07 12:55:56.567168,0 days 00:00:00.240962,64,4,48,144,68,COMPLETE
920,1.6252495006032412,2023-12-07 12:55:56.568127,2023-12-07 12:55:56.823602,0 days 00:00:00.255475,60,12,40,120,64,COMPLETE
921,4.09204429593979,2023-12-07 12:55:56.824575,2023-12-07 12:55:57.069963,0 days 00:00:00.245388,68,4,40,120,68,COMPLETE
922,4.1110970984407595,2023-12-07 12:55:57.070931,2023-12-07 12:55:57.315967,0 days 00:00:00.245036,64,4,40,120,72,COMPLETE
923,-1.1431734528763124,2023-12-07 12:55:57.316947,2023-12-07 12:55:57.560587,0 days 00:00:00.243640,64,68,44,120,68,COMPLETE
924,3.7523122511961016,2023-12-07 12:55:57.561543,2023-12-07 12:55:57.818797,0 days 00:00:00.257254,64,8,36,120,64,COMPLETE
925,4.424350506325201,2023-12-07 12:55:57.819880,2023-12-07 12:55:58.078445,0 days 00:00:00.258565,60,4,40,120,68,COMPLETE
926,3.5742921456557752,2023-12-07 12:55:58.079656,2023-12-07 12:55:58.339647,0 days 00:00:00.259991,68,4,36,120,72,COMPLETE
927,3.106941038788492,2023-12-07 12:55:58.340664,2023-12-07 12:55:58.593865,0 days 00:00:00.253201,64,24,44,120,68,COMPLETE
928,3.971949145677128,2023-12-07 12:55:58.594940,2023-12-07 12:55:58.848069,0 days 00:00:00.253129,60,8,40,120,68,COMPLETE
929,3.6687391042095787,2023-12-07 12:55:58.849062,2023-12-07 12:55:59.099100,0 days 00:00:00.250038,64,4,40,144,64,COMPLETE
930,2.9413467827798487,2023-12-07 12:55:59.100106,2023-12-07 12:55:59.356429,0 days 00:00:00.256323,68,4,36,120,56,COMPLETE
931,4.4322972054347805,2023-12-07 12:55:59.357560,2023-12-07 12:55:59.613280,0 days 00:00:00.255720,64,4,40,120,68,COMPLETE
932,3.613859462290474,2023-12-07 12:55:59.614363,2023-12-07 12:55:59.872151,0 days 00:00:00.257788,72,8,40,120,72,COMPLETE
933,3.642708343870249,2023-12-07 12:55:59.873240,2023-12-07 12:56:00.143492,0 days 00:00:00.270252,64,4,44,96,68,COMPLETE
934,4.1198833231230045,2023-12-07 12:56:00.144818,2023-12-07 12:56:00.404891,0 days 00:00:00.260073,60,4,40,120,64,COMPLETE
935,4.391950886276888,2023-12-07 12:56:00.405909,2023-12-07 12:56:00.672832,0 days 00:00:00.266923,64,4,36,120,68,COMPLETE
936,2.577647161191232,2023-12-07 12:56:00.674079,2023-12-07 12:56:00.932590,0 days 00:00:00.258511,64,4,44,144,68,COMPLETE
937,3.731209226530388,2023-12-07 12:56:00.933662,2023-12-07 12:56:01.190374,0 days 00:00:00.256712,68,4,40,120,72,COMPLETE
938,3.8761751835250147,2023-12-07 12:56:01.191500,2023-12-07 12:56:01.442647,0 days 00:00:00.251147,60,8,40,120,64,COMPLETE
939,2.6816874306062957,2023-12-07 12:56:01.443590,2023-12-07 12:56:01.700445,0 days 00:00:00.256855,64,44,40,96,68,COMPLETE
940,3.9755280366551813,2023-12-07 12:56:01.701680,2023-12-07 12:56:01.964378,0 days 00:00:00.262698,68,4,36,120,68,COMPLETE
941,4.0135191330815445,2023-12-07 12:56:01.965455,2023-12-07 12:56:02.229408,0 days 00:00:00.263953,64,8,40,120,68,COMPLETE
942,3.833784500393129,2023-12-07 12:56:02.230592,2023-12-07 12:56:02.483549,0 days 00:00:00.252957,64,4,44,120,72,COMPLETE
943,4.424350506325201,2023-12-07 12:56:02.484486,2023-12-07 12:56:02.744759,0 days 00:00:00.260273,60,4,40,120,68,COMPLETE
944,3.7523122511961016,2023-12-07 12:56:02.745846,2023-12-07 12:56:03.007252,0 days 00:00:00.261406,64,8,36,120,64,COMPLETE
945,4.09204429593979,2023-12-07 12:56:03.008411,2023-12-07 12:56:03.261719,0 days 00:00:00.253308,68,4,40,120,68,COMPLETE
946,4.1110970984407595,2023-12-07 12:56:03.275837,2023-12-07 12:56:03.543974,0 days 00:00:00.268137,64,4,40,120,72,COMPLETE
947,4.147616299781392,2023-12-07 12:56:03.545150,2023-12-07 12:56:03.803688,0 days 00:00:00.258538,64,4,44,120,68,COMPLETE
948,3.6659623487948947,2023-12-07 12:56:03.804717,2023-12-07 12:56:04.049183,0 days 00:00:00.244466,68,8,36,120,64,COMPLETE
949,4.424350506325201,2023-12-07 12:56:04.050229,2023-12-07 12:56:04.292764,0 days 00:00:00.242535,60,4,40,120,68,COMPLETE
950,2.1685717541518033,2023-12-07 12:56:04.293700,2023-12-07 12:56:04.531824,0 days 00:00:00.238124,64,4,40,144,72,COMPLETE
951,0.7462181733903261,2023-12-07 12:56:04.532813,2023-12-07 12:56:04.776252,0 days 00:00:00.243439,32,12,44,120,68,COMPLETE
952,1.2161820619936834,2023-12-07 12:56:04.777204,2023-12-07 12:56:05.017624,0 days 00:00:00.240420,64,32,40,120,68,COMPLETE
953,0.7536856610785243,2023-12-07 12:56:05.018552,2023-12-07 12:56:05.259800,0 days 00:00:00.241248,60,4,4,120,64,COMPLETE
954,3.7119483025063853,2023-12-07 12:56:05.260821,2023-12-07 12:56:05.511049,0 days 00:00:00.250228,64,8,40,120,72,COMPLETE
955,3.7312049941605308,2023-12-07 12:56:05.512268,2023-12-07 12:56:05.756314,0 days 00:00:00.244046,64,4,36,96,68,COMPLETE
